title,price,article_link,img_url,description,scraped_date,date_expires
Ritter Sport Bunte Tüte mini,"1,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7936407,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/4277775/2011100-73_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Ritter Sport Schokolade,"1,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7730964,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7129725/29346621-5_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Alete Kinder Keks,"1,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#9498451,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/1303474/16883080-41_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Hitschler Schnüre,"2,38",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#134284,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7936407/32687207-4_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Dr. Oetker My Sweet Table Mini Gugelhupf,"2,29",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8664466,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7730964/37581194-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Dr. Oetker My Sweet Table Kuchenkugeln,"2,29",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8578888,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/9498451/2229140-20_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Valensina Saft,"1,11",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8654202,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0134284/1288870-31_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Silberquelle Fruchtsaftgetränk,"0,69",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#484146,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8664466/34663935-7_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
C4  Frozen Bombsicle  oder Twisted Limeade  Energy Drink,"0,69",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8794409,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8578888/34326840-5_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Granini Trinkgenuss,"1,39",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7874521,https://img.rewe-static.de/REWE_TZ16_2023/8654202/34137633-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Pepsi Cola,"3,33",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7933133,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0484146/1949700-14_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Christinen ACE oder Multivitamin,"2,20",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#422160,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8794409/36682634-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Hella Near Water,"4,50",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#338327,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7874521/33763587-10_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Black Forest  Mineralwasser,"2,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#328040,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7933133/32808152-3_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Hohes C Super Shots,"1,19",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7895659,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0422160/9695920-15_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Deit  Limonade,"4,44",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#574146,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0338327/22828785-10_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Vilsa  Bio Mineralwasser,"3,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8318888,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0328040/4779770-12_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Vivaris  Sport,"0,79",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#3205640,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7895659/33363071-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Hasseröder Premium Pils,"8,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8078068,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0574146/24010283-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Beck’s Pils,"11,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#108570,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8318888/29683656-15_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Einbecker Urbock,"11,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#4937031,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/3205640/27904223-4_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Pilsner  Urquell,"14,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8026238,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8078068/2807430-28_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Leikeim  Premium Pils,"12,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8116237,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0108570/22381300-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Radeberger  Pilsner,"12,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8338442,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/4937031/21605815-3_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Maisel’s  Weisse Original,"14,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#4650468,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8026238/5588010-73_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Schöfferhofer  Weizen,"3,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#119361,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8116237/1128290-35_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Veltins Helles Pülleken,"13,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8423348,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8338442/3483640-17_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Krombacher Pils,"8,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#276936,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/4650468/2823330-23_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Allgäuer Büble Edelbräu,"14,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#436681,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0119361/26490776-15_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Grevensteiner Landbier,"13,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#2107713,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8423348/30997960-3_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Pinot Grigio oder Merlot,"2,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#251732,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0276936/3138890-47_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Alter Senator Weizenkorn,"5,79",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#4907469,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0436681/21605719-9_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Medinet Rouge Vin de France,"2,79",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8922578,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/2107713/22277534-20_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Auggner Schäf  Sauvignon Blanc QbA,"4,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#26583,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0251732/26280573-5_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Rasgón  Tempranillo Vino de la tierra,"2,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#3568300,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/4907469/976640-18_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Blanchet  Vin de France,"2,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#4883110,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8922578/1905000-24_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Ron Barceló Gran Añejo,"12,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#562228,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0026583/21375454-6_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Teacher's Highland Cream Blended Scotch Whisky,"8,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#6207740,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/3568300/821400-44_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Golden Kaan,"3,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7868669,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/4883110/2704140-22_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Faber Secco,"2,22",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#1360790,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0562228/22657218-19_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Wilthener Gebirgskräuter,"6,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#6823831,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/6207740/4968790-29_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Rotkäppchen Grauburgunder,"3,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7914800,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7868669/1180010-30_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Easymaxx Solar-Bodenleuchte 4er-Pack,"11,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7669610,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/1360790/20315094-32_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Sodastream Wassersprudler »Terra«,"60,00",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7850862,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/6823831/6796120-56_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Burti Waschmittel,"2,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8236920,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7914800/32489270-13_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Meister Proper Reiniger,"2,79",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8862064,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7669610/29521366-6_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Garten- und Grillzubehör,"1,00",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7770661,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7850862/34767520-6_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Febreze Bad Lufterfrischer,"4,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7667920,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8236920/28777019-11_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Vanish  Oxi Action Pulver,"4,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8756149,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8862064/37400620-5_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Vivess Santokumesser,"9,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8384628,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7770661/39184120-4_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Ariel Allin1 Pods Colorwaschmittel,"17,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7706337,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7667920/37775438-3_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Tischtuchbeschwerer 4er-Pack,"7,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8700639,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8756149/35748085-5_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Weinberger,"3,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8853583,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8384628/31617847-13_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Grillzubehör,"4,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8855993,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7706337/38016510-10_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Kleenex Balsam-Taschentücher,"1,29",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#1472976,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8700639/35359267-6_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Kleenex Balsam Taschentücher Box,"1,29",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8681388,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8853583/38716160-6_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Nutrisse Coloration,"4,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#4575369,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8855993/39189982-4_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Alete Mahlzeit zum Trinken,"1,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#439753,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/1472976/28573384-18_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Pampers Maxi Pack Baby Dry Gr. 6,"25,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7802640,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8681388/34589971-10_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Pampers  Maxi Pack Baby Dry Gr. 5 Junior Windel,"25,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7839853,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/4575369/23235913-14_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Sagrotan Hygiene Seife,"1,89",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#2854967,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/0439753/35319587-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
"Listerine Cool Mint oder Fresh Mint,","3,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8176087,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7802640/36466160-9_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Bebe Reinigungstücher,"3,89",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#2727519,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7839853/34937311-9_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Milupa Milchbrei,"3,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8415776,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/2854967/36865761-2_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Men Expert Duschgel,"1,69",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7735508,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8176087/28672950-11_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Alpecin Coffein Shampoo,"5,49",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#5105650,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/2727519/24954685-35_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Catsan Hygiene Plus,"4,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8009189,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8415776/30964454-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Pedigree Hundenahrung,"1,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#1302551,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7735508/37261980-5_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Adventuros Hundesnack,"1,11",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#2325556,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/5105650/2126420-36_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Adventuros Hundesnack,"1,11",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#2325532,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8009189/31263213-4_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Whiskas  Tasty Mix oder Junior  Klassische Auswahl Katzennahrung,"3,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8886295,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/1302551/16955680-46_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Purina One Katzentrocken- nahrung,"3,29",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7735721,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/2325556/23932893-12_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Felix Knabbermix,"0,89",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#1281337,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/2325532/23869015-51_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Crocs Bayaband,"39,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7722136,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8886295/38317594-6_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Sommerflor im Korb,"6,66",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8905589,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7735721/37167657-4_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
"REWE Beste Wahl Buchen-Grillholzkohle 2,5 kg","5,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8544640,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/1281337/36674597-9_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Bio Tomaten- und Gemüseerde,"3,69",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7860381,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7722136/39190009-6_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Hibiskus,"4,79",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7181955,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8905589/38642460-15_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Asiatische Lilie,"3,69",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#8110094,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8544640/39276021-6_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Frühjahrsblüher im Gefäß,"6,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#7697682,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7860381/34995119-20_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Tomatenpflanze,"3,95",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#1526847,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7181955/35106256-7_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Lavendel,"2,22",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#1501846,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/8110094/32578761-9_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Polsterphlox oder  REWE Beste Wahl Gartennelke,"1,99",https://www.rewe.de/angebote/bremen---vahr/540184/rewe-markt-berliner-freiheit-11/#1253569,https://img.rewe-static.de/REWE_CENTER_HZ16_2023/7697682/38717071-10_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Valensina Saft,"1,11",https://www.rewe.de/angebote/bremen/531384/rewe-markt-hemmstraße-344346/#8654202,https://img.rewe-static.de/REWE_TZ16_2023/8654202/34137633-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Wagner Die Backfrische Mozzarella,"1,99",https://www.rewe.de/angebote/bremen/531384/rewe-markt-hemmstraße-344346/#878564,https://img.rewe-static.de/REWE_TZ16_2023/0878564/26347635-39_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Wagner  Big City Pizza Budapest,"1,99",https://www.rewe.de/angebote/bremen/531384/rewe-markt-hemmstraße-344346/#2670547,https://img.rewe-static.de/REWE_TZ16_2023/2670547/29010095-23_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Beck’s Pils,"11,49",https://www.rewe.de/angebote/bremen/531384/rewe-markt-hemmstraße-344346/#108570,https://img.rewe-static.de/REWE16_2023/0108570/22381300-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
Bauer Joghurt mild,"0,55",https://www.rewe.de/angebote/bremen/531384/rewe-markt-hemmstraße-344346/#2559102,https://img.rewe-static.de/REWE16_2023/2559102/1499960-13_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,placeholder,2023-04-22,2023-04-22
